"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 25 11:59:46 GMT 2022","Mon Apr 25 11:59:57 GMT 2022","11764","","tests/test.spec.ts","Test Suite","","","Test",""
